tab,comptable,operation,valeur,code,libelle,bank,date,year,month,group,var,value
2,12/10/2016,12/10/2016,12/10/2016,162,PRLV SEPA DIRECTION GENERALE DE,cmcc,2016-10-12,2016,10,taxe,debit,-510
2,12/10/2016,12/10/2016,12/10/2016,162,PRLV SEPA DIRECTION GENERALE DE,cmcc,2016-10-12,2016,10,taxe,debit,-18
2,12/10/2016,12/10/2016,12/10/2016,162,PRLV SEPA DIRECTION GENERALE DE,cmcc,2016-10-12,2016,10,taxe,debit,-1196
2,13/10/2016,13/10/2016,13/10/2016,210,RET 131016 REF01896B00,cmcc,2016-10-13,2016,10,cash,debit,-600
2,19/10/2016,19/10/2016,19/10/2016,240,CHEQUE 0880818 T021-2098-00111,cmcc,2016-10-19,2016,10,chq-vir,debit,-50
2,20/10/2016,20/10/2016,20/10/2016,871,AURORE 2000 BS3960554,cmcc,2016-10-20,2016,10,charges,debit,-266.27
2,21/10/2016,21/10/2016,21/10/2016,305,VIR CPAM DU BAS-RHIN - STRAS,cmcc,2016-10-21,2016,10,secu,credit,66.63
2,24/10/2016,24/10/2016,24/10/2016,162,PRLV SEPA DIRECTION GENERALE DE,cmcc,2016-10-24,2016,10,taxe,debit,-821
2,31/10/2016,31/10/2016,31/10/2016,305,VIR CAISSE D ASSURANCE RETRA,cmcc,2016-10-31,2016,10,pension,credit,644.84
2,01/11/2016,01/11/2016,01/11/2016,13,LOYER,cmcc,2016-11-01,2016,11,loyer,credit,450
2,02/11/2016,02/11/2016,02/11/2016,240,CHEQUE 0880820 A009-9995-00111,cmcc,2016-11-02,2016,11,chq-vir,debit,-103
2,02/11/2016,02/11/2016,02/11/2016,305,VIR AG2R REUNICA,cmcc,2016-11-02,2016,11,pension,credit,27.01
2,02/11/2016,31/10/2016,01/11/2016,800,F FRAIS DE TENUE DE COMPTE,cmcc,2016-11-02,2016,11,charges,debit,-2
1,03/11/2016,03/11/2016,03/11/2016,240,CHEQUE 0880821 A041-1535-00111,cmcc,2016-11-03,2016,11,chq-vir,debit,-77.22
2,03/11/2016,03/11/2016,03/11/2016,305,VIR CPAM DU BAS-RHIN - STRAS,cmcc,2016-11-03,2016,11,secu,credit,70.69
1,07/11/2016,07/11/2016,07/11/2016,350,LOYER BARTHEL HARTMANN,cmcc,2016-11-07,2016,11,loyer,credit,360
1,07/11/2016,05/11/2016,05/11/2016,6,LOYER,cmcc,2016-11-07,2016,11,loyer,credit,305
1,08/11/2016,08/11/2016,08/11/2016,305,VIR CAISSE RSI ALSACE PRESTA,cmcc,2016-11-08,2016,11,pension,credit,361.62
1,08/11/2016,08/11/2016,08/11/2016,305,VIR CAISSE RSI ALSACE PRESTA,cmcc,2016-11-08,2016,11,pension,credit,117.17
1,09/11/2016,09/11/2016,09/11/2016,210,RET 091116 REF01896B00,cmcc,2016-11-09,2016,11,cash,debit,-600
1,10/11/2016,10/11/2016,10/11/2016,240,CHEQUE 1194618 A073-7458-00111,cmcc,2016-11-10,2016,11,chq-vir,debit,-200
1,10/11/2016,10/11/2016,10/11/2016,305,VIR M.OU MME FRANCK MEHL,cmcc,2016-11-10,2016,11,loyer,credit,445
1,14/11/2016,14/11/2016,14/11/2016,240,CHEQUE 0880819 T036-0253-00111,cmcc,2016-11-14,2016,11,chq-vir,debit,-120
1,21/11/2016,21/11/2016,21/11/2016,305,VIR LA PREV. ARTISANALE (RC),cmcc,2016-11-21,2016,11,secu,credit,24.4
1,22/11/2016,22/11/2016,22/11/2016,240,CHEQUE 0880822 T081-1938-00111,cmcc,2016-11-22,2016,11,chq-vir,debit,-108
1,28/11/2016,28/11/2016,28/11/2016,162,PRLV SEPA ES ENERGIES STRAS SEP,cmcc,2016-11-28,2016,11,charges,debit,-93.37
1,28/11/2016,28/11/2016,28/11/2016,162,PRLV SEPA ES ENERGIES STRAS SEP,cmcc,2016-11-28,2016,11,charges,debit,-40.09
1,30/11/2016,30/11/2016,30/11/2016,6,LOYER NOVEMBRE,cmcc,2016-11-30,2016,11,loyer,credit,305
1,30/11/2016,30/11/2016,30/11/2016,305,VIR CAISSE D ASSURANCE RETRA,cmcc,2016-11-30,2016,11,pension,credit,644.84
1,01/12/2016,01/12/2016,01/12/2016,305,VIR AG2R REUNICA,cmcc,2016-12-01,2016,12,pension,credit,27.01
1,01/12/2016,01/12/2016,01/12/2016,13,LOYER,cmcc,2016-12-01,2016,12,loyer,credit,450
1,02/12/2016,30/11/2016,01/12/2016,800,F FRAIS DE TENUE DE COMPTE,cmcc,2016-12-02,2016,12,charges,debit,-2
1,05/12/2016,05/12/2016,05/12/2016,350,LOYER BARTHEL HARTMANN,cmcc,2016-12-05,2016,12,loyer,credit,360
1,08/12/2016,08/12/2016,16/12/2016,3,VIR SEPA M THIBAUT WABEALO,cmcc,2016-12-08,2016,12,libe,debit,-60
1,08/12/2016,08/12/2016,16/12/2016,3,VIR SEPA M THEO WABEALO,cmcc,2016-12-08,2016,12,libe,debit,-60
1,08/12/2016,08/12/2016,16/12/2016,3,VIR SEPA M HUGO WABEALO,cmcc,2016-12-08,2016,12,libe,debit,-60
1,08/12/2016,08/12/2016,08/12/2016,210,RET 081216 REF01896B00,cmcc,2016-12-08,2016,12,cash,debit,-600
1,08/12/2016,08/12/2016,08/12/2016,305,VIR CAISSE RSI ALSACE PRESTA,cmcc,2016-12-08,2016,12,pension,credit,361.62
1,08/12/2016,08/12/2016,08/12/2016,305,VIR CAISSE RSI ALSACE PRESTA,cmcc,2016-12-08,2016,12,pension,credit,117.17
1,12/12/2016,12/12/2016,12/12/2016,305,VIR M.OU MME FRANCK MEHL,cmcc,2016-12-12,2016,12,loyer,credit,445
1,13/12/2016,13/12/2016,13/12/2016,240,CHEQUE 0880823 T014-1337-00111,cmcc,2016-12-13,2016,12,chq-vir,debit,-160
1,20/12/2016,20/12/2016,20/12/2016,240,CHEQUE 1302392 T059-7385-00111,cmcc,2016-12-20,2016,12,chq-vir,debit,-30
1,23/12/2016,23/12/2016,23/12/2016,6,LOYER DECEMBRE,cmcc,2016-12-23,2016,12,loyer,credit,305
1,28/12/2016,28/12/2016,28/12/2016,240,CHEQUE 1302395 T012-0935-00111,cmcc,2016-12-28,2016,12,chq-vir,debit,-238.08
1,28/12/2016,28/12/2016,28/12/2016,240,CHEQUE 1302396 A006-6960-00111,cmcc,2016-12-28,2016,12,chq-vir,debit,-270
1,29/12/2016,29/12/2016,29/12/2016,240,CHEQUE 1302398 T068-7558-00111,cmcc,2016-12-29,2016,12,chq-vir,debit,-147.03
1,Solde CRÉDITEUR au 30/12/2016 :,,,,Solde CRÉDITEUR au 30/12/2016 :,cmcc,2016-12-30,2016,12,solde,solde,11041.31
1,30/12/2016,30/12/2016,30/12/2016,162,PRLV SEPA SUEZ EAU FRANCE -1911,cmcc,2016-12-30,2016,12,charges,debit,-737.1
6,02/01/2017,02/01/2017,02/01/2017,305,VIR AG2R REUNICA,cmcc,2017-01-02,2017,1,pension,credit,27.01
6,02/01/2017,02/01/2017,02/01/2017,305,VIR CAISSE D ASSURANCE RETRA,cmcc,2017-01-02,2017,1,pension,credit,624
6,02/01/2017,01/01/2017,01/01/2017,13,LOYER,cmcc,2017-01-02,2017,1,loyer,credit,450
6,Solde CRÉDITEUR au 02/01/2017 :,,,,Solde CRÉDITEUR au 02/01/2017 :,cmcc,2017-01-02,2017,1,solde,credit,11041.31
6,03/01/2017,03/01/2017,03/01/2017,240,CHEQUE 1302394 T008-8866-00111,cmcc,2017-01-03,2017,1,chq-vir,debit,-50
6,03/01/2017,03/01/2017,03/01/2017,240,CHEQUE 1302399 A098-4312-00111,cmcc,2017-01-03,2017,1,chq-vir,debit,-132
6,03/01/2017,31/12/2016,01/01/2017,800,F FRAIS DE TENUE DE COMPTE,cmcc,2017-01-03,2017,1,charges,debit,-2
6,03/01/2017,03/01/2017,04/01/2017,250,REM CHQ REF01896R13,cmcc,2017-01-03,2017,1,chq-vir,credit,22.45
6,09/01/2017,09/01/2017,09/01/2017,305,VIR CAISSE RSI ALSACE PRESTA,cmcc,2017-01-09,2017,1,pension,credit,349.91
6,09/01/2017,09/01/2017,09/01/2017,305,VIR CAISSE RSI ALSACE PRESTA,cmcc,2017-01-09,2017,1,pension,credit,113.37
6,10/01/2017,10/01/2017,10/01/2017,305,VIR M.OU MME FRANCK MEHL,cmcc,2017-01-10,2017,1,loyer,credit,445
6,11/01/2017,11/01/2017,11/01/2017,240,CHEQUE 1302393 I029-7694-00111,cmcc,2017-01-11,2017,1,chq-vir,debit,-100
6,16/01/2017,16/01/2017,16/01/2017,240,CHEQUE 1302397 S011-6565-00111,cmcc,2017-01-16,2017,1,chq-vir,debit,-250
6,16/01/2017,16/01/2017,16/01/2017,240,CHEQUE 1302404 T089-2975-00111,cmcc,2017-01-16,2017,1,chq-vir,debit,-92.44
5,23/01/2017,23/01/2017,23/01/2017,240,CHEQUE 1302403 T013-3427-00111,cmcc,2017-01-23,2017,1,chq-vir,debit,-64
5,24/01/2017,24/01/2017,24/01/2017,240,CHEQUE 1302402 T093-8993-00111,cmcc,2017-01-24,2017,1,chq-vir,debit,-30
5,25/01/2017,25/01/2017,25/01/2017,240,CHEQUE 1302400 A050-7111-00111,cmcc,2017-01-25,2017,1,chq-vir,debit,-300
5,25/01/2017,25/01/2017,25/01/2017,210,RET 250117 REF01896B00,cmcc,2017-01-25,2017,1,cash,debit,-400
5,26/01/2017,26/01/2017,26/01/2017,305,VIR BARTHEL JULIE,cmcc,2017-01-26,2017,1,loyer,credit,360
5,30/01/2017,28/01/2017,28/01/2017,6,LOYER JANVIER,cmcc,2017-01-30,2017,1,loyer,credit,305
5,30/01/2017,27/01/2017,27/01/2017,840,DROITS DE GARDE,cmcc,2017-01-30,2017,1,charges,debit,-7.95
5,31/01/2017,31/01/2017,31/01/2017,162,PRLV SEPA ES ENERGIES STRAS SEP,cmcc,2017-01-31,2017,1,charges,debit,-112.73
5,31/01/2017,31/01/2017,31/01/2017,162,PRLV SEPA ES ENERGIES STRAS SEP,cmcc,2017-01-31,2017,1,charges,debit,-44.8
5,31/01/2017,31/01/2017,31/01/2017,305,VIR CAISSE D ASSURANCE RETRA,cmcc,2017-01-31,2017,1,pension,credit,624
5,01/02/2017,01/02/2017,01/02/2017,305,VIR AG2R REUNICA,cmcc,2017-02-01,2017,2,pension,credit,27.01
5,01/02/2017,01/02/2017,01/02/2017,13,LOYER,cmcc,2017-02-01,2017,2,loyer,credit,450
5,02/02/2017,31/01/2017,01/02/2017,800,F FRAIS DE TENUE DE COMPTE,cmcc,2017-02-02,2017,2,charges,debit,-2
5,03/02/2017,03/02/2017,03/02/2017,162,PRLV SEPA DIRECTION GENERALE DE,cmcc,2017-02-03,2017,2,taxe,debit,-1185
5,06/02/2017,06/02/2017,06/02/2017,240,CHEQUE 1302401 T039-9420-00111,cmcc,2017-02-06,2017,2,chq-vir,debit,-120
5,06/02/2017,06/02/2017,06/02/2017,305,VIR BARTHEL JULIE,cmcc,2017-02-06,2017,2,loyer,credit,360
5,07/02/2017,07/02/2017,08/02/2017,250,REM CHQ REF01896R13,cmcc,2017-02-07,2017,2,chq-vir,credit,169.09
5,08/02/2017,08/02/2017,08/02/2017,240,CHEQUE 1302405 A068-2292-00111,cmcc,2017-02-08,2017,2,chq-vir,debit,-214
5,08/02/2017,08/02/2017,08/02/2017,305,VIR CAISSE RSI ALSACE PRESTA,cmcc,2017-02-08,2017,2,pension,credit,349.91
5,08/02/2017,08/02/2017,08/02/2017,305,VIR CAISSE RSI ALSACE PRESTA,cmcc,2017-02-08,2017,2,pension,credit,113.37
5,08/02/2017,08/02/2017,08/02/2017,162,PRLV SEPA MISSIONSWERK MITTERNA,cmcc,2017-02-08,2017,2,libe,debit,-60
5,08/02/2017,08/02/2017,08/02/2017,162,PRLV SEPA MISSIONSWERK MITTERNA,cmcc,2017-02-08,2017,2,libe,debit,-60
5,10/02/2017,10/02/2017,10/02/2017,305,VIR M.OU MME FRANCK MEHL,cmcc,2017-02-10,2017,2,loyer,credit,445
5,23/02/2017,23/02/2017,23/02/2017,240,CHEQUE 1302406 T071-8109-00111,cmcc,2017-02-23,2017,2,chq-vir,debit,-1450
5,27/02/2017,27/02/2017,27/02/2017,240,CHEQUE 1302408 T066-7504-00111,cmcc,2017-02-27,2017,2,chq-vir,debit,-416.93
5,27/02/2017,25/02/2017,25/02/2017,6,LOYER FEVRIER,cmcc,2017-02-27,2017,2,loyer,credit,305
5,28/02/2017,28/02/2017,28/02/2017,240,CHEQUE 1302409 T003-7350-00111,cmcc,2017-02-28,2017,2,chq-vir,debit,-71.47
5,28/02/2017,28/02/2017,28/02/2017,240,CHEQUE 1302391 A051-6398-00599,cmcc,2017-02-28,2017,2,chq-vir,debit,-210
5,28/02/2017,28/02/2017,28/02/2017,210,RET 280217 REF01896B00,cmcc,2017-02-28,2017,2,cash,debit,-600
5,28/02/2017,28/02/2017,28/02/2017,305,VIR CAISSE D ASSURANCE RETRA,cmcc,2017-02-28,2017,2,pension,credit,624
5,01/03/2017,01/03/2017,01/03/2017,240,CHEQUE 1194622 T063-4090-00111,cmcc,2017-03-01,2017,3,chq-vir,debit,-667.31
5,01/03/2017,01/03/2017,01/03/2017,305,VIR AG2R REUNICA,cmcc,2017-03-01,2017,3,pension,credit,23.53
5,01/03/2017,01/03/2017,01/03/2017,13,LOYER,cmcc,2017-03-01,2017,3,loyer,credit,450
5,02/03/2017,28/02/2017,01/03/2017,800,F FRAIS DE TENUE DE COMPTE,cmcc,2017-03-02,2017,3,charges,debit,-2
5,07/03/2017,07/03/2017,07/03/2017,305,VIR BARTHEL JULIE,cmcc,2017-03-07,2017,3,loyer,credit,360
5,08/03/2017,08/03/2017,08/03/2017,6,EAU 1ER VERSEMENT,cmcc,2017-03-08,2017,3,charges,credit,300
5,08/03/2017,08/03/2017,08/03/2017,305,VIR CAISSE RSI ALSACE PRESTA,cmcc,2017-03-08,2017,3,pension,credit,349.91
5,08/03/2017,08/03/2017,08/03/2017,305,VIR CAISSE RSI ALSACE PRESTA,cmcc,2017-03-08,2017,3,pension,credit,113.37
5,10/03/2017,10/03/2017,10/03/2017,305,VIR M.OU MME FRANCK MEHL,cmcc,2017-03-10,2017,3,loyer,credit,445
5,13/03/2017,13/03/2017,13/03/2017,240,CHEQUE 1194623 S043-4313-00111,cmcc,2017-03-13,2017,3,chq-vir,debit,-189.95
5,16/03/2017,16/03/2017,16/03/2017,240,CHEQUE 1302410 A021-6730-00599,cmcc,2017-03-16,2017,3,chq-vir,debit,-24
5,17/03/2017,17/03/2017,17/03/2017,240,CHEQUE 1302412 S074-8679-00111,cmcc,2017-03-17,2017,3,chq-vir,debit,-3900
5,20/03/2017,20/03/2017,20/03/2017,240,CHEQUE 1302411 T010-5262-00111,cmcc,2017-03-20,2017,3,chq-vir,debit,-459.25
5,28/03/2017,28/03/2017,28/03/2017,162,PRLV SEPA ES ENERGIES STRAS SEP,cmcc,2017-03-28,2017,3,charges,debit,-103.06
5,28/03/2017,28/03/2017,28/03/2017,162,PRLV SEPA ES ENERGIES STRAS SEP,cmcc,2017-03-28,2017,3,charges,debit,-57.06
4,31/03/2017,31/03/2017,31/03/2017,6,LOYER + SOLDE EAU,cmcc,2017-03-31,2017,3,loyer,credit,414
4,31/03/2017,31/03/2017,31/03/2017,210,RET 310317 REF01896B00,cmcc,2017-03-31,2017,3,cash,debit,-600
5,31/03/2017,31/03/2017,03/04/2017,250,REM CHQ REF01896R13,cmcc,2017-03-31,2017,3,chq-vir,credit,49.61
5,31/03/2017,31/03/2017,31/03/2017,305,VIR CAISSE D ASSURANCE RETRA,cmcc,2017-03-31,2017,3,pension,credit,624
4,03/04/2017,03/04/2017,03/04/2017,305,VIR AG2R REUNICA,cmcc,2017-04-03,2017,4,pension,credit,25.85
4,03/04/2017,01/04/2017,01/04/2017,13,LOYER,cmcc,2017-04-03,2017,4,loyer,credit,450
4,04/04/2017,31/03/2017,01/04/2017,800,F FRAIS DE TENUE DE COMPTE,cmcc,2017-04-04,2017,4,charges,debit,-2
4,07/04/2017,07/04/2017,07/04/2017,240,CHEQUE 1302416 T069-4706-00111,cmcc,2017-04-07,2017,4,chq-vir,debit,-103.11
4,10/04/2017,10/04/2017,10/04/2017,240,CHEQUE 1302414 I047-2320-00111,cmcc,2017-04-10,2017,4,chq-vir,debit,-100
4,10/04/2017,10/04/2017,10/04/2017,305,VIR M.OU MME FRANCK MEHL,cmcc,2017-04-10,2017,4,loyer,credit,445
4,10/04/2017,10/04/2017,10/04/2017,305,VIR CAISSE RSI ALSACE PRESTA,cmcc,2017-04-10,2017,4,pension,credit,349.91
4,10/04/2017,10/04/2017,10/04/2017,305,VIR CAISSE RSI ALSACE PRESTA,cmcc,2017-04-10,2017,4,pension,credit,113.37
4,10/04/2017,10/04/2017,10/04/2017,305,VIR LA PREV. ARTISANALE (RC),cmcc,2017-04-10,2017,4,secu,credit,15
4,11/04/2017,11/04/2017,11/04/2017,240,CHEQUE 1302418 T005-1765-00111,cmcc,2017-04-11,2017,4,chq-vir,debit,-155.15
4,11/04/2017,11/04/2017,12/04/2017,250,REM CHQ MAG 502HAGT,cmcc,2017-04-11,2017,4,chq-vir,credit,171.42
4,12/04/2017,12/04/2017,12/04/2017,240,CHEQUE 1302419 T071-6125-00111,cmcc,2017-04-12,2017,4,chq-vir,debit,-2280
4,13/04/2017,13/04/2017,13/04/2017,240,CHEQUE 1302413 T094-0572-00111,cmcc,2017-04-13,2017,4,chq-vir,debit,-248
4,18/04/2017,18/04/2017,18/04/2017,240,CHEQUE 1302415 T014-7366-00111,cmcc,2017-04-18,2017,4,chq-vir,debit,-78
4,20/04/2017,20/04/2017,20/04/2017,871,CORAIL3000 IB000000004147419,cmcc,2017-04-20,2017,4,charges,debit,-480.82
4,24/04/2017,24/04/2017,24/04/2017,162,PRLV SEPA MISSIONSWERK MITTERNA,cmcc,2017-04-24,2017,4,libe,debit,-35
4,25/04/2017,25/04/2017,25/04/2017,210,RET 250417 REF01896B00,cmcc,2017-04-25,2017,4,cash,debit,-500
4,25/04/2017,25/04/2017,01/05/2017,3,VIR PEL,cmcc,2017-04-25,2017,4,exception,debit,-540
4,28/04/2017,28/04/2017,28/04/2017,240,CHEQUE 1302420 T004-8211-00111,cmcc,2017-04-28,2017,4,chq-vir,debit,-91.23
4,02/05/2017,02/05/2017,02/05/2017,305,VIR AG2R REUNICA ARRCO,cmcc,2017-05-02,2017,5,pension,credit,25.85
4,02/05/2017,02/05/2017,02/05/2017,305,VIR CAISSE D ASSURANCE RETRA,cmcc,2017-05-02,2017,5,pension,credit,624
4,02/05/2017,01/05/2017,01/05/2017,13,LOYER,cmcc,2017-05-02,2017,5,loyer,credit,450
4,02/05/2017,29/04/2017,29/04/2017,6,LOYER,cmcc,2017-05-02,2017,5,loyer,credit,315
4,03/05/2017,30/04/2017,01/05/2017,800,F FRAIS DE TENUE DE COMPTE,cmcc,2017-05-03,2017,5,charges,debit,-2
4,03/05/2017,28/04/2017,28/04/2017,244,F ENVOI 1 CHEQUIER(S),cmcc,2017-05-03,2017,5,charges,debit,-0.77
4,09/05/2017,09/05/2017,09/05/2017,305,VIR CAISSE RSI ALSACE PRESTA,cmcc,2017-05-09,2017,5,pension,credit,113.37
4,09/05/2017,09/05/2017,09/05/2017,305,VIR CAISSE RSI ALSACE PRESTA,cmcc,2017-05-09,2017,5,pension,credit,349.91
4,10/05/2017,10/05/2017,10/05/2017,305,VIR M.OU MME FRANCK MEHL,cmcc,2017-05-10,2017,5,loyer,credit,445
4,12/05/2017,12/05/2017,12/05/2017,240,CHEQUE 1302421 S091-4014-00111,cmcc,2017-05-12,2017,5,chq-vir,debit,-117.6
4,15/05/2017,15/05/2017,15/05/2017,162,PRLV SEPA DIRECTION GENERALE DE,cmcc,2017-05-15,2017,5,taxe,debit,-1185
4,23/05/2017,23/05/2017,23/05/2017,240,CHEQUE 1302422 T023-9771-00111,cmcc,2017-05-23,2017,5,chq-vir,debit,-111.92
4,26/05/2017,26/05/2017,26/05/2017,162,PRLV SEPA ES ENERGIES STRAS SEP,cmcc,2017-05-26,2017,5,charges,debit,-138.43
4,26/05/2017,26/05/2017,26/05/2017,162,PRLV SEPA ES ENERGIES STRAS SEP,cmcc,2017-05-26,2017,5,charges,debit,-46.51
4,30/05/2017,30/05/2017,30/05/2017,240,CHEQUE 1398694 T002-3654-00111,cmcc,2017-05-30,2017,5,chq-vir,debit,-95.34
4,30/05/2017,30/05/2017,30/05/2017,240,CHEQUE 1398692 T094-5791-00111,cmcc,2017-05-30,2017,5,chq-vir,debit,-59
4,31/05/2017,31/05/2017,31/05/2017,240,CHEQUE 1302423 T073-7126-00111,cmcc,2017-05-31,2017,5,chq-vir,debit,-30
4,31/05/2017,31/05/2017,31/05/2017,210,RET 310517 REF01896B00,cmcc,2017-05-31,2017,5,cash,debit,-500
4,31/05/2017,31/05/2017,31/05/2017,162,PRLV SEPA SUEZ EAU FRANCE -1911,cmcc,2017-05-31,2017,5,charges,debit,-521.36
4,31/05/2017,31/05/2017,31/05/2017,305,VIR CAISSE D ASSURANCE RETRA,cmcc,2017-05-31,2017,5,pension,credit,624
4,01/06/2017,01/06/2017,01/06/2017,305,VIR AG2R REUNICA ARRCO,cmcc,2017-06-01,2017,6,pension,credit,25.85
4,01/06/2017,01/06/2017,01/06/2017,13,LOYER,cmcc,2017-06-01,2017,6,loyer,credit,450
4,02/06/2017,31/05/2017,01/06/2017,800,F FRAIS DE TENUE DE COMPTE,cmcc,2017-06-02,2017,6,charges,debit,-2
4,05/06/2017,03/06/2017,03/06/2017,6,LOYER MAI WABEALO,cmcc,2017-06-05,2017,6,loyer,credit,305
3,07/06/2017,07/06/2017,01/06/2017,538,REINV 78 PSB AVENIR A 1 EUR,cmcc,2017-06-07,2017,6,charges,debit,-78
4,07/06/2017,07/06/2017,07/06/2017,240,CHEQUE 1398693 T007-6682-00111,cmcc,2017-06-07,2017,6,chq-vir,debit,-263.45
4,07/06/2017,06/06/2017,01/06/2017,541,REMUNERATION 2016 - PARTS,cmcc,2017-06-07,2017,6,charges,credit,78.37
3,08/06/2017,08/06/2017,08/06/2017,305,VIR CAISSE RSI ALSACE PRESTA,cmcc,2017-06-08,2017,6,pension,credit,349.91
3,08/06/2017,08/06/2017,08/06/2017,305,VIR CAISSE RSI ALSACE PRESTA,cmcc,2017-06-08,2017,6,pension,credit,113.37
3,12/06/2017,12/06/2017,12/06/2017,305,VIR M.OU MME FRANCK MEHL,cmcc,2017-06-12,2017,6,loyer,credit,445
3,14/06/2017,14/06/2017,14/06/2017,305,VIR LA PREV. ARTISANALE (RC),cmcc,2017-06-14,2017,6,secu,credit,15
3,22/06/2017,22/06/2017,22/06/2017,210,RET 220617 REF01896B00,cmcc,2017-06-22,2017,6,cash,debit,-350
3,23/06/2017,23/06/2017,23/06/2017,240,CHEQUE 1398696 T012-0187-00111,cmcc,2017-06-23,2017,6,chq-vir,debit,-50
3,26/06/2017,24/06/2017,24/06/2017,6,ESSAI VIREMENT,cmcc,2017-06-26,2017,6,charges,credit,5
3,30/06/2017,30/06/2017,16/06/2017,6,VIR 10278018960001305836065,cmcc,2017-06-30,2017,6,exception,credit,10000
3,30/06/2017,30/06/2017,30/06/2017,6,LOYER JUIN WABEALO,cmcc,2017-06-30,2017,6,loyer,credit,305
3,30/06/2017,30/06/2017,30/06/2017,305,VIR CAISSE D ASSURANCE RETRA,cmcc,2017-06-30,2017,6,pension,credit,624
3,03/07/2017,03/07/2017,03/07/2017,305,VIR AG2R REUNICA ARRCO,cmcc,2017-07-03,2017,7,pension,credit,25.85
3,03/07/2017,01/07/2017,01/07/2017,13,LOYER,cmcc,2017-07-03,2017,7,loyer,credit,450
3,04/07/2017,04/07/2017,04/07/2017,240,CHEQUE 1398697 A087-5595-00111,cmcc,2017-07-04,2017,7,chq-vir,debit,-158.01
3,04/07/2017,30/06/2017,01/07/2017,800,F FRAIS DE TENUE DE COMPTE,cmcc,2017-07-04,2017,7,charges,debit,-2
3,05/07/2017,05/07/2017,05/07/2017,240,CHEQUE 1398699 T080-3737-00111,cmcc,2017-07-05,2017,7,chq-vir,debit,-100
3,05/07/2017,01/07/2017,01/07/2017,385,F COTIS CARTE CIRRUS,cmcc,2017-07-05,2017,7,charges,debit,-21.2
3,10/07/2017,10/07/2017,10/07/2017,240,CHEQUE 1398702 T086-1427-00111,cmcc,2017-07-10,2017,7,chq-vir,debit,-67.69
3,10/07/2017,10/07/2017,10/07/2017,305,VIR M.OU MME FRANCK MEHL,cmcc,2017-07-10,2017,7,loyer,credit,445
3,10/07/2017,10/07/2017,10/07/2017,305,VIR CAISSE RSI ALSACE PRESTA,cmcc,2017-07-10,2017,7,pension,credit,349.91
3,10/07/2017,10/07/2017,10/07/2017,305,VIR CAISSE RSI ALSACE PRESTA,cmcc,2017-07-10,2017,7,pension,credit,113.37
3,11/07/2017,11/07/2017,11/07/2017,240,CHEQUE 1398698 T012-0397-00111,cmcc,2017-07-11,2017,7,chq-vir,debit,-400
3,12/07/2017,12/07/2017,12/07/2017,240,CHEQUE 1398700 I022-7640-00111,cmcc,2017-07-12,2017,7,chq-vir,debit,-50
3,12/07/2017,12/07/2017,12/07/2017,240,CHEQUE 1398701 T002-9954-00111,cmcc,2017-07-12,2017,7,chq-vir,debit,-238.08
3,13/07/2017,13/07/2017,13/07/2017,210,RET 130717 REF01896B00,cmcc,2017-07-13,2017,7,cash,debit,-400
3,18/07/2017,18/07/2017,18/07/2017,240,CHEQUE 1398703 T033-3372-00111,cmcc,2017-07-18,2017,7,chq-vir,debit,-450
3,20/07/2017,20/07/2017,20/07/2017,871,AURORE 2000 BS3960557,cmcc,2017-07-20,2017,7,charges,debit,-528.97
3,25/07/2017,25/07/2017,25/07/2017,6,LOYER WABEALO 07,cmcc,2017-07-25,2017,7,loyer,credit,305
3,25/07/2017,25/07/2017,25/07/2017,162,PRLV SEPA ES ENERGIES STRAS SEP,cmcc,2017-07-25,2017,7,charges,debit,-81.96
3,25/07/2017,25/07/2017,25/07/2017,162,PRLV SEPA ES ENERGIES STRAS SEP,cmcc,2017-07-25,2017,7,charges,debit,-25.14
3,31/07/2017,31/07/2017,31/07/2017,305,VIR CAISSE D ASSURANCE RETRA,cmcc,2017-07-31,2017,7,pension,credit,624
3,01/08/2017,01/08/2017,01/08/2017,240,CHEQUE 1398695 A088-5577-00111,cmcc,2017-08-01,2017,8,chq-vir,debit,-200
3,01/08/2017,01/08/2017,01/08/2017,305,VIR AG2R REUNICA ARRCO,cmcc,2017-08-01,2017,8,pension,credit,25.85
3,01/08/2017,01/08/2017,01/08/2017,13,LOYER,cmcc,2017-08-01,2017,8,loyer,credit,450
3,02/08/2017,02/08/2017,02/08/2017,210,RET 020817 REF01896B00,cmcc,2017-08-02,2017,8,cash,debit,-500
3,02/08/2017,02/08/2017,03/08/2017,250,REM CHQ REF01896R13,cmcc,2017-08-02,2017,8,chq-vir,credit,154.08
3,02/08/2017,31/07/2017,01/08/2017,800,F FRAIS DE TENUE DE COMPTE,cmcc,2017-08-02,2017,8,charges,debit,-2
3,04/08/2017,04/08/2017,04/08/2017,6,EAU WABEALO,cmcc,2017-08-04,2017,8,loyer,credit,371
3,04/08/2017,04/08/2017,04/08/2017,240,CHEQUE 1398704 T059-8949-00111,cmcc,2017-08-04,2017,8,chq-vir,debit,-579.37
3,07/08/2017,07/08/2017,07/08/2017,240,CHEQUE 1398708 T087-0195-00111,cmcc,2017-08-07,2017,8,chq-vir,debit,-111.53
3,07/08/2017,07/08/2017,07/08/2017,240,CHEQUE 1398706 T084-1014-00111,cmcc,2017-08-07,2017,8,chq-vir,debit,-7224.82
